customer_id,recharge_in_first_3_months,recharge_in_recent_month,frequency_trend
CUST01140,1,2,increasing
CUST01141,3,3,Stable
CUST01142,5,5,Stable
CUST01143,1,1,Stable
CUST01144,3,3,Stable
CUST01145,1,2,increasing
CUST01146,2,2,Stable
CUST01147,3,1,decreasing
CUST01148,4,2,decreasing
CUST01150,2,2,Stable
CUST01151,3,3,Stable
CUST01152,7,4,decreasing
CUST01153,5,3,decreasing
CUST01154,3,3,Stable
CUST01155,1,1,Stable
CUST01156,15,10,decreasing
CUST01158,1,1,Stable
CUST01159,9,5,decreasing
CUST01160,5,2,decreasing
CUST01161,2,2,Stable
CUST01162,4,3,decreasing
CUST01163,1,1,Stable
CUST01164,2,2,Stable
CUST01165,5,5,Stable
CUST01166,2,6,increasing
CUST01167,2,2,Stable
CUST01168,3,1,decreasing
CUST01169,1,1,Stable
CUST01170,2,1,decreasing
CUST01171,2,2,Stable
CUST01172,9,4,decreasing
CUST01173,16,7,decreasing
CUST01176,3,2,decreasing
CUST01177,4,4,Stable
CUST01178,1,1,Stable
CUST01179,15,14,decreasing
CUST01180,1,3,increasing
CUST01181,2,1,decreasing
CUST01182,1,2,increasing
CUST01185,1,3,increasing
CUST01186,4,2,decreasing
CUST01188,2,2,Stable
CUST01189,3,5,increasing
CUST01190,1,1,Stable
CUST01192,2,2,Stable
CUST01193,5,7,increasing
CUST01194,2,3,increasing
CUST01195,21,21,Stable
CUST01196,1,2,increasing
CUST01197,3,1,decreasing
CUST01199,1,1,Stable
CUST01200,2,1,decreasing
CUST01201,9,7,decreasing
CUST01202,11,18,increasing
CUST01203,3,2,decreasing
CUST01204,2,2,Stable
CUST01205,2,5,increasing
CUST01207,2,2,Stable
CUST01208,1,3,increasing
CUST01210,15,17,increasing
CUST01211,1,1,Stable
CUST01212,1,3,increasing
CUST01213,2,1,decreasing
CUST01214,1,2,increasing
CUST01215,5,8,increasing
CUST01216,2,2,Stable
CUST01217,5,5,Stable
CUST01218,4,3,decreasing
CUST01219,2,3,increasing
CUST01220,15,12,decreasing
CUST01221,15,14,decreasing
CUST01222,27,27,Stable
CUST01223,8,3,decreasing
CUST01224,2,1,decreasing
CUST01226,3,5,increasing
CUST01227,5,3,decreasing
CUST01229,1,3,increasing
CUST01230,3,7,increasing
CUST01231,1,2,increasing
CUST01232,1,1,Stable
CUST01233,3,3,Stable
CUST01234,1,1,Stable
CUST01235,6,6,Stable
CUST01236,3,1,decreasing
CUST01238,4,4,Stable
CUST01239,4,4,Stable
CUST01240,4,4,Stable
CUST01241,36,36,Stable
CUST01242,2,4,increasing
CUST01244,3,2,decreasing
CUST01246,1,1,Stable
CUST01247,4,2,decreasing
CUST01248,1,2,increasing
CUST01249,7,3,decreasing
CUST01250,1,2,increasing
CUST01251,5,10,increasing
CUST01252,1,1,Stable
CUST01253,2,1,decreasing
CUST01254,8,5,decreasing
CUST01255,3,3,Stable
CUST01256,5,5,Stable
CUST01257,2,2,Stable
CUST01258,3,2,decreasing
CUST01259,2,1,decreasing
CUST01260,3,3,Stable
CUST01262,2,2,Stable
CUST01263,2,2,Stable
CUST01264,1,2,increasing
CUST01265,2,1,decreasing
CUST01266,7,3,decreasing
CUST01267,2,2,Stable
CUST01268,2,2,Stable
CUST01269,4,2,decreasing
CUST01270,2,3,increasing
CUST01271,11,6,decreasing
CUST01272,1,1,Stable
CUST01273,4,6,increasing
CUST01274,3,2,decreasing
CUST01275,5,1,decreasing
CUST01276,1,6,increasing
CUST01279,4,4,Stable
CUST01280,23,23,Stable
CUST01281,2,2,Stable
CUST01282,2,1,decreasing
CUST01284,2,5,increasing
CUST01287,1,1,Stable
CUST01288,2,3,increasing
CUST01289,4,4,Stable
CUST01291,2,3,increasing
CUST01292,1,2,increasing
CUST01294,1,2,increasing
CUST01295,1,1,Stable
CUST01297,16,15,decreasing
CUST01298,2,2,Stable
CUST01299,1,2,increasing
CUST01300,2,2,Stable
CUST01301,1,2,increasing
CUST01302,5,3,decreasing
CUST01303,4,3,decreasing
CUST01304,10,12,increasing
CUST01305,1,3,increasing
CUST01306,16,15,decreasing
CUST01307,5,3,decreasing
CUST01308,1,1,Stable
CUST01309,5,5,Stable
CUST01310,2,1,decreasing
CUST01311,2,1,decreasing
CUST01312,2,1,decreasing
CUST01313,5,6,increasing
CUST01314,2,2,Stable
CUST01315,1,1,Stable
CUST01316,5,5,Stable
CUST01318,11,17,increasing
CUST01319,1,3,increasing
CUST01320,2,3,increasing
CUST01321,1,3,increasing
CUST01322,2,5,increasing
CUST01323,2,2,Stable
CUST01324,1,3,increasing
CUST01325,1,1,Stable
CUST01326,1,1,Stable
CUST01327,3,2,decreasing
CUST01328,22,20,decreasing
CUST01329,1,5,increasing
CUST01330,1,5,increasing
CUST01331,5,1,decreasing
CUST01332,1,1,Stable
CUST01333,7,7,Stable
CUST01334,2,4,increasing
CUST01335,1,2,increasing
CUST01336,3,1,decreasing
CUST01337,14,13,decreasing
CUST01338,5,5,Stable
CUST01339,4,5,increasing
CUST01340,5,7,increasing
CUST01341,1,2,increasing
CUST01343,2,3,increasing
CUST01344,1,1,Stable
CUST01345,15,15,Stable
CUST01346,1,3,increasing
CUST01347,6,1,decreasing
CUST01350,3,2,decreasing
CUST01351,2,2,Stable
CUST01352,1,2,increasing
CUST01353,4,2,decreasing
CUST01354,3,2,decreasing
CUST01355,3,5,increasing
CUST01356,1,1,Stable
CUST01358,2,3,increasing
CUST01359,1,1,Stable
CUST01360,1,1,Stable
CUST01361,1,1,Stable
CUST01362,2,3,increasing
CUST01363,1,1,Stable
CUST01364,12,10,decreasing
CUST01366,1,2,increasing
CUST01367,4,4,Stable
CUST01368,5,6,increasing
CUST01369,5,5,Stable
CUST01370,12,14,increasing
CUST01371,28,28,Stable
CUST01372,1,1,Stable
CUST01374,1,1,Stable
CUST01375,4,5,increasing
CUST01377,1,1,Stable
CUST01378,9,10,increasing
CUST01379,3,3,Stable
CUST01381,2,2,Stable
CUST01382,1,1,Stable
CUST01383,4,4,Stable
CUST01384,8,7,decreasing
CUST01385,2,2,Stable
CUST01386,1,1,Stable
CUST01387,2,1,decreasing
CUST01390,2,1,decreasing
CUST01392,2,1,decreasing
CUST01393,1,3,increasing
CUST01395,5,1,decreasing
CUST01396,4,4,Stable
CUST01398,6,7,increasing
CUST01399,2,2,Stable
CUST01401,3,4,increasing
CUST01403,1,2,increasing
CUST01404,1,2,increasing
CUST01405,6,3,decreasing
CUST01406,2,3,increasing
CUST01407,2,1,decreasing
CUST01409,2,2,Stable
CUST01410,2,2,Stable
CUST01411,1,5,increasing
CUST01412,4,11,increasing
CUST01413,2,1,decreasing
CUST01415,1,2,increasing
CUST01416,7,4,decreasing
CUST01417,4,5,increasing
CUST01418,3,2,decreasing
CUST01419,2,1,decreasing
CUST01420,1,2,increasing
CUST01421,1,1,Stable
CUST01422,3,2,decreasing
CUST01423,13,14,increasing
CUST01424,5,7,increasing
CUST01425,2,7,increasing
CUST01426,1,3,increasing
CUST01427,2,2,Stable
CUST01428,9,3,decreasing
CUST01429,10,5,decreasing
CUST01430,2,6,increasing
CUST01432,11,11,Stable
CUST01434,3,4,increasing
CUST01435,3,3,Stable
CUST01436,1,2,increasing
CUST01437,3,7,increasing
CUST01439,1,2,increasing
CUST01440,5,2,decreasing
CUST01442,3,7,increasing
CUST01443,2,3,increasing
CUST01444,7,7,Stable
CUST01445,6,6,Stable
CUST01446,1,1,Stable
CUST01447,3,8,increasing
CUST01448,2,2,Stable
CUST01449,2,3,increasing
CUST01450,2,2,Stable
CUST01451,1,1,Stable
CUST01452,2,2,Stable
CUST01453,1,1,Stable
CUST01454,1,5,increasing
CUST01455,2,7,increasing
CUST01456,3,1,decreasing
CUST01457,4,3,decreasing
CUST01458,25,25,Stable
CUST01459,1,1,Stable
CUST01460,3,1,decreasing
CUST01462,1,2,increasing
CUST01463,25,25,Stable
CUST01464,1,2,increasing
CUST01465,2,2,Stable
CUST01466,2,4,increasing
CUST01467,16,16,Stable
CUST01469,4,6,increasing
CUST01470,2,1,decreasing
CUST01471,5,5,Stable
CUST01472,1,1,Stable
CUST01473,6,9,increasing
CUST01474,10,7,decreasing
CUST01475,13,13,Stable
CUST01476,7,4,decreasing
CUST01477,1,5,increasing
CUST01478,2,1,decreasing
CUST01479,4,1,decreasing
CUST01481,3,3,Stable
CUST01482,2,1,decreasing
CUST01483,1,1,Stable
CUST01484,3,5,increasing
CUST01485,4,2,decreasing
CUST01486,4,4,Stable
CUST01487,4,3,decreasing
CUST01488,6,4,decreasing
CUST01489,37,37,Stable
CUST01490,25,28,increasing
CUST01491,1,1,Stable
CUST01492,1,1,Stable
CUST01493,3,1,decreasing
CUST01495,4,2,decreasing
CUST01496,10,6,decreasing
CUST01497,1,1,Stable
CUST01500,3,2,decreasing
CUST01501,2,2,Stable
CUST01502,8,10,increasing
CUST01503,6,5,decreasing
CUST01504,1,4,increasing
CUST01505,1,1,Stable
CUST01506,2,1,decreasing
CUST01508,1,2,increasing
CUST01509,11,10,decreasing
CUST01510,2,7,increasing
CUST01511,7,3,decreasing
CUST01512,1,1,Stable
CUST01514,1,1,Stable
CUST01517,2,3,increasing
CUST01518,5,8,increasing
CUST01519,4,5,increasing
CUST01520,7,7,Stable
CUST01523,1,1,Stable
CUST01525,15,15,Stable
CUST01526,6,6,Stable
CUST01527,3,3,Stable
CUST01528,1,1,Stable
CUST01531,2,2,Stable
CUST01533,1,1,Stable
CUST01534,1,4,increasing
CUST01535,2,1,decreasing
CUST01537,1,1,Stable
CUST01538,3,5,increasing
CUST01539,10,5,decreasing
CUST01540,6,6,Stable
CUST01541,1,1,Stable
CUST01542,2,2,Stable
CUST01543,1,1,Stable
CUST01544,2,2,Stable
CUST01546,6,4,decreasing
CUST01547,1,3,increasing
CUST01548,1,1,Stable
CUST01549,2,2,Stable
CUST01550,2,4,increasing
CUST01551,1,2,increasing
CUST01552,2,1,decreasing
CUST01553,3,4,increasing
CUST01554,4,4,Stable
CUST01555,5,4,decreasing
CUST01556,3,2,decreasing
CUST01559,1,2,increasing
CUST01560,1,1,Stable
CUST01561,5,4,decreasing
CUST01562,1,2,increasing
CUST01563,3,1,decreasing
CUST01564,1,2,increasing
CUST01565,4,1,decreasing
CUST01567,1,2,increasing
CUST01568,10,6,decreasing
CUST01569,4,5,increasing
CUST01570,4,4,Stable
CUST01571,3,4,increasing
CUST01572,4,4,Stable
CUST01573,1,1,Stable
CUST01574,4,4,Stable
CUST01575,2,2,Stable
CUST01576,1,3,increasing
CUST01577,4,2,decreasing
CUST01578,2,1,decreasing
CUST01579,3,2,decreasing
CUST01581,7,8,increasing
CUST01582,2,2,Stable
CUST01584,1,1,Stable
CUST01585,1,1,Stable
CUST01586,3,3,Stable
CUST01587,2,1,decreasing
CUST01588,2,2,Stable
CUST01590,2,2,Stable
CUST01591,3,2,decreasing
CUST01592,5,1,decreasing
CUST01593,1,2,increasing
CUST01594,3,3,Stable
CUST01595,1,1,Stable
CUST01596,1,3,increasing
CUST01598,3,1,decreasing
CUST01599,1,1,Stable
CUST01600,2,2,Stable
CUST01601,2,2,Stable
CUST01603,1,2,increasing
CUST01604,1,1,Stable
CUST01605,1,3,increasing
CUST01606,23,23,Stable
CUST01607,2,2,Stable
CUST01608,6,4,decreasing
CUST01611,8,8,Stable
CUST01612,6,2,decreasing
CUST01613,1,1,Stable
CUST01615,6,6,Stable
CUST01616,3,2,decreasing
CUST01617,1,1,Stable
CUST01618,1,2,increasing
CUST01619,5,3,decreasing
CUST01621,7,2,decreasing
CUST01622,2,1,decreasing
CUST01624,2,1,decreasing
CUST01625,1,3,increasing
CUST01626,4,4,Stable
CUST01627,2,1,decreasing
CUST01628,3,2,decreasing
CUST01629,5,1,decreasing
CUST01630,1,1,Stable
CUST01631,1,1,Stable
CUST01633,1,1,Stable
CUST01634,2,3,increasing
CUST01635,12,13,increasing
CUST01637,8,8,Stable
CUST01638,4,3,decreasing
CUST01639,8,7,decreasing
CUST01640,2,2,Stable
CUST01641,2,2,Stable
CUST01642,6,5,decreasing
CUST01644,3,3,Stable
CUST01645,1,2,increasing
CUST01646,1,1,Stable
CUST01647,1,1,Stable
CUST01648,2,2,Stable
CUST01651,14,9,decreasing
CUST01652,3,2,decreasing
CUST01653,6,2,decreasing
CUST01654,3,3,Stable
CUST01657,1,1,Stable
CUST01658,2,3,increasing
CUST01659,10,7,decreasing
CUST01660,3,2,decreasing
CUST01661,1,1,Stable
CUST01662,2,2,Stable
CUST01664,11,13,increasing
CUST01665,1,1,Stable
CUST01666,1,1,Stable
CUST01667,1,1,Stable
CUST01668,1,2,increasing
CUST01669,3,3,Stable
CUST01672,1,2,increasing
CUST01673,1,3,increasing
CUST01674,1,1,Stable
CUST01676,1,4,increasing
CUST01677,1,1,Stable
CUST01679,2,3,increasing
CUST01680,1,1,Stable
CUST01682,5,7,increasing
CUST01683,1,2,increasing
CUST01684,2,1,decreasing
CUST01685,2,2,Stable
CUST01686,4,7,increasing
CUST01687,2,1,decreasing
CUST01688,3,2,decreasing
CUST01689,4,3,decreasing
CUST01690,13,14,increasing
CUST01691,1,2,increasing
CUST01692,2,6,increasing
CUST01693,3,1,decreasing
CUST01694,1,2,increasing
CUST01695,3,1,decreasing
CUST01696,1,1,Stable
CUST01697,5,5,Stable
CUST01698,11,5,decreasing
CUST01700,1,1,Stable
CUST01701,1,3,increasing
CUST01702,7,4,decreasing
CUST01703,1,1,Stable
CUST01704,3,3,Stable
CUST01705,1,6,increasing
CUST01706,5,8,increasing
CUST01707,4,3,decreasing
CUST01710,4,2,decreasing
CUST01711,6,5,decreasing
CUST01712,3,4,increasing
CUST01714,14,21,increasing
CUST01715,4,1,decreasing
CUST01716,3,5,increasing
CUST01717,1,1,Stable
CUST01718,2,3,increasing
CUST01719,4,3,decreasing
CUST01720,7,12,increasing
CUST01721,3,2,decreasing
CUST01722,3,3,Stable
CUST01724,1,1,Stable
CUST01725,3,3,Stable
CUST01726,4,2,decreasing
CUST01727,6,6,Stable
CUST01730,10,11,increasing
CUST01731,2,2,Stable
CUST01733,2,1,decreasing
CUST01734,1,1,Stable
CUST01735,7,7,Stable
CUST01736,1,1,Stable
CUST01737,3,2,decreasing
CUST01738,1,1,Stable
CUST01740,4,5,increasing
CUST01741,1,2,increasing
CUST01742,1,2,increasing
CUST01743,1,4,increasing
CUST01744,2,2,Stable
CUST01745,1,1,Stable
CUST01746,1,1,Stable
CUST01747,3,2,decreasing
CUST01748,2,3,increasing
CUST01749,2,3,increasing
CUST01750,6,8,increasing
CUST01751,2,2,Stable
CUST01752,2,4,increasing
CUST01753,2,1,decreasing
CUST01755,1,1,Stable
CUST01756,6,8,increasing
CUST01757,2,7,increasing
CUST01758,1,3,increasing
CUST01760,7,9,increasing
CUST01762,2,2,Stable
CUST01763,1,1,Stable
CUST01764,2,1,decreasing
CUST01765,5,2,decreasing
CUST01766,1,2,increasing
CUST01767,3,1,decreasing
CUST01768,1,1,Stable
CUST01769,1,2,increasing
CUST01770,2,1,decreasing
CUST01771,1,3,increasing
CUST01772,4,4,Stable
CUST01773,5,6,increasing
CUST01774,7,10,increasing
CUST01775,2,2,Stable
CUST01776,1,1,Stable
CUST01778,3,1,decreasing
CUST01781,2,2,Stable
CUST01782,2,3,increasing
CUST01783,1,1,Stable
CUST01784,1,3,increasing
CUST01785,2,3,increasing
CUST01786,3,4,increasing
CUST01787,6,4,decreasing
CUST01788,5,13,increasing
CUST01789,4,7,increasing
CUST01790,2,2,Stable
CUST01792,32,32,Stable
CUST01794,4,4,Stable
CUST01795,12,16,increasing
CUST01796,12,12,Stable
CUST01797,4,1,decreasing
CUST01798,5,5,Stable
CUST01799,2,1,decreasing
CUST01800,9,16,increasing
CUST01802,3,4,increasing
CUST01803,2,1,decreasing
CUST01804,1,1,Stable
CUST01805,1,2,increasing
CUST01806,1,1,Stable
CUST01807,1,1,Stable
CUST01808,1,2,increasing
CUST01809,2,3,increasing
CUST01810,1,1,Stable
CUST01811,1,1,Stable
CUST01812,4,4,Stable
CUST01813,1,2,increasing
CUST01814,1,2,increasing
CUST01816,4,7,increasing
CUST01818,2,2,Stable
CUST01819,1,1,Stable
CUST01820,1,3,increasing
CUST01821,2,1,decreasing
CUST01822,2,2,Stable
CUST01823,11,13,increasing
CUST01824,1,1,Stable
CUST01826,2,3,increasing
CUST01827,1,1,Stable
CUST01828,1,1,Stable
CUST01829,3,3,Stable
CUST01830,2,5,increasing
CUST01831,2,3,increasing
CUST01832,3,3,Stable
CUST01833,4,4,Stable
CUST01834,38,38,Stable
CUST01835,3,7,increasing
CUST01836,2,1,decreasing
CUST01837,4,2,decreasing
CUST01838,6,1,decreasing
CUST01839,1,1,Stable
CUST01840,16,18,increasing
CUST01841,4,4,Stable
CUST01842,5,4,decreasing
CUST01843,1,1,Stable
CUST01844,2,1,decreasing
CUST01845,1,1,Stable
CUST01846,3,2,decreasing
CUST01847,4,1,decreasing
CUST01848,1,3,increasing
CUST01849,3,2,decreasing
CUST01850,1,1,Stable
CUST01851,1,1,Stable
CUST01852,2,2,Stable
CUST01853,3,4,increasing
CUST01854,1,1,Stable
CUST01856,3,3,Stable
CUST01857,8,6,decreasing
CUST01858,2,1,decreasing
CUST01860,10,14,increasing
CUST01861,5,3,decreasing
CUST01862,1,2,increasing
CUST01863,2,4,increasing
CUST01864,6,10,increasing
CUST01866,3,3,Stable
CUST01867,4,1,decreasing
CUST01868,1,1,Stable
CUST01869,7,7,Stable
CUST01870,1,3,increasing
CUST01871,3,5,increasing
CUST01872,1,2,increasing
CUST01873,2,2,Stable
CUST01874,1,1,Stable
CUST01875,3,3,Stable
CUST01876,5,3,decreasing
CUST01877,10,5,decreasing
CUST01878,3,7,increasing
CUST01879,18,21,increasing
CUST01880,10,14,increasing
CUST01881,3,3,Stable
CUST01882,5,5,Stable
CUST01883,22,32,increasing
CUST01884,39,39,Stable
CUST01885,4,3,decreasing
CUST01886,2,1,decreasing
CUST01887,4,3,decreasing
CUST01889,1,3,increasing
CUST01891,1,1,Stable
CUST01892,1,1,Stable
CUST01893,2,1,decreasing
CUST01894,2,2,Stable
CUST01897,2,1,decreasing
CUST01899,1,2,increasing
CUST01901,2,3,increasing
CUST01902,12,12,Stable
CUST01903,3,3,Stable
CUST01904,12,16,increasing
CUST01905,3,6,increasing
CUST01906,6,4,decreasing
CUST01907,2,3,increasing
CUST01908,26,19,decreasing
CUST01909,2,1,decreasing
CUST01910,2,1,decreasing
CUST01911,2,5,increasing
CUST01913,5,1,decreasing
CUST01914,4,11,increasing
CUST01915,2,2,Stable
CUST01916,11,6,decreasing
CUST01917,8,13,increasing
CUST01918,2,1,decreasing
CUST01919,4,1,decreasing
CUST01920,3,2,decreasing
CUST01921,2,1,decreasing
CUST01922,5,4,decreasing
CUST01923,4,1,decreasing
CUST01924,14,14,Stable
CUST01926,1,1,Stable
CUST01928,1,1,Stable
CUST01929,1,1,Stable
CUST01930,3,1,decreasing
CUST01931,2,3,increasing
CUST01932,5,9,increasing
CUST01933,5,2,decreasing
CUST01934,2,2,Stable
CUST01935,5,5,Stable
CUST01936,3,3,Stable
CUST01937,3,2,decreasing
CUST01938,3,2,decreasing
CUST01940,13,11,decreasing
CUST01941,1,2,increasing
CUST01942,1,2,increasing
CUST01943,3,1,decreasing
CUST01945,1,1,Stable
CUST01946,3,4,increasing
CUST01947,1,2,increasing
CUST01948,1,1,Stable
CUST01949,3,3,Stable
CUST01951,1,1,Stable
CUST01952,4,5,increasing
CUST01953,3,4,increasing
CUST01954,2,1,decreasing
CUST01955,22,22,Stable
CUST01956,3,2,decreasing
CUST01957,2,5,increasing
CUST01958,5,6,increasing
CUST01959,1,1,Stable
CUST01960,4,2,decreasing
CUST01962,2,1,decreasing
CUST01963,1,1,Stable
CUST01965,3,6,increasing
CUST01967,1,1,Stable
CUST01968,3,2,decreasing
CUST01969,5,4,decreasing
CUST01970,3,4,increasing
CUST01971,34,34,Stable
CUST01972,1,1,Stable
CUST01973,3,1,decreasing
CUST01975,1,1,Stable
CUST01976,1,1,Stable
CUST01977,1,3,increasing
CUST01978,5,5,Stable
CUST01981,3,5,increasing
CUST01982,1,1,Stable
CUST01983,12,12,Stable
CUST01984,4,2,decreasing
CUST01986,2,2,Stable
CUST01987,20,19,decreasing
CUST01988,1,1,Stable
CUST01989,1,1,Stable
CUST01990,1,1,Stable
CUST01991,1,1,Stable
CUST01993,3,1,decreasing
CUST01994,4,4,Stable
CUST01995,4,4,Stable
CUST01996,3,3,Stable
CUST01997,2,2,Stable
CUST01999,2,2,Stable
CUST02001,1,3,increasing
CUST02002,3,3,Stable
CUST02004,1,3,increasing
CUST02005,1,1,Stable
CUST02006,7,1,decreasing
CUST02007,1,1,Stable
CUST02008,39,39,Stable
CUST02009,1,1,Stable
CUST02010,1,1,Stable
CUST02011,1,1,Stable
CUST02012,3,3,Stable
CUST02013,2,3,increasing
CUST02014,1,1,Stable
CUST02016,1,2,increasing
CUST02018,4,4,Stable
CUST02019,4,4,Stable
CUST02020,1,2,increasing
CUST02021,1,2,increasing
CUST02022,1,1,Stable
CUST02024,2,3,increasing
CUST02025,19,19,Stable
CUST02026,2,1,decreasing
CUST02027,1,1,Stable
CUST02028,8,5,decreasing
CUST02029,3,3,Stable
CUST02030,3,2,decreasing
CUST02031,27,27,Stable
CUST02032,4,4,Stable
CUST02034,1,1,Stable
CUST02035,39,39,Stable
CUST02037,35,35,Stable
CUST02038,4,1,decreasing
CUST02040,5,6,increasing
CUST02041,1,1,Stable
CUST02042,38,38,Stable
CUST02043,4,1,decreasing
CUST02044,5,5,Stable
CUST02045,2,3,increasing
CUST02046,3,3,Stable
CUST02047,2,3,increasing
CUST02049,2,1,decreasing
CUST02050,1,1,Stable
CUST02051,4,7,increasing
CUST02052,3,3,Stable
CUST02053,6,1,decreasing
CUST02055,2,2,Stable
CUST02056,3,4,increasing
CUST02057,2,5,increasing
CUST02058,1,4,increasing
CUST02059,4,1,decreasing
CUST02060,7,6,decreasing
CUST02061,5,5,Stable
CUST02062,1,1,Stable
CUST02063,1,2,increasing
CUST02064,3,1,decreasing
CUST02065,1,1,Stable
CUST02066,1,2,increasing
CUST02067,1,2,increasing
CUST02068,5,1,decreasing
CUST02069,2,1,decreasing
CUST02071,9,5,decreasing
CUST02072,6,2,decreasing
CUST02074,1,2,increasing
CUST02075,2,4,increasing
CUST02076,4,4,Stable
CUST02078,5,8,increasing
CUST02079,2,4,increasing
CUST02081,21,19,decreasing
CUST02082,2,2,Stable
CUST02083,1,1,Stable
CUST02084,8,8,Stable
CUST02085,1,2,increasing
CUST02086,1,2,increasing
CUST02087,1,1,Stable
CUST02089,3,4,increasing
CUST02090,5,4,decreasing
CUST02091,2,2,Stable
CUST02092,1,1,Stable
CUST02093,6,4,decreasing
CUST02094,1,4,increasing
CUST02095,1,2,increasing
CUST02096,21,21,Stable
CUST02097,1,1,Stable
CUST02098,1,1,Stable
CUST02099,4,2,decreasing
CUST02100,2,2,Stable
CUST02101,3,4,increasing
CUST02102,2,1,decreasing
CUST02103,2,7,increasing
CUST02104,5,3,decreasing
CUST02105,3,3,Stable
CUST02106,2,2,Stable
CUST02107,2,2,Stable
CUST02108,3,4,increasing
CUST02109,2,2,Stable
CUST02110,5,2,decreasing
CUST02111,3,3,Stable
CUST02112,4,2,decreasing
CUST02113,8,4,decreasing
CUST02114,17,17,Stable
CUST02115,1,2,increasing
CUST02116,2,3,increasing
CUST02117,3,4,increasing
CUST02118,1,1,Stable
CUST02119,2,3,increasing
CUST02120,2,1,decreasing
CUST02121,3,2,decreasing
CUST02122,7,4,decreasing
CUST02123,5,2,decreasing
CUST02124,6,4,decreasing
CUST02125,5,1,decreasing
CUST02126,1,3,increasing
CUST02127,3,3,Stable
CUST02128,5,2,decreasing
CUST02129,3,2,decreasing
CUST02130,14,4,decreasing
CUST02131,6,7,increasing
CUST02132,2,2,Stable
CUST02133,4,4,Stable
CUST02135,3,3,Stable
CUST02137,1,2,increasing
CUST02138,2,2,Stable
CUST02139,1,6,increasing
CUST02140,1,1,Stable
CUST02142,2,3,increasing
CUST02143,1,1,Stable
CUST02144,1,1,Stable
CUST02145,1,1,Stable
CUST02146,1,2,increasing
CUST02147,1,1,Stable
CUST02148,3,4,increasing
CUST02149,3,4,increasing
CUST02150,6,5,decreasing
CUST02151,2,3,increasing
CUST02152,2,1,decreasing
CUST02153,5,3,decreasing
CUST02154,1,1,Stable
CUST02155,2,5,increasing
CUST02156,1,1,Stable
CUST02157,3,4,increasing
CUST02158,1,4,increasing
CUST02160,3,4,increasing
CUST02162,1,2,increasing
CUST02163,4,4,Stable
CUST02164,2,3,increasing
CUST02165,1,2,increasing
CUST02167,3,3,Stable
CUST02168,2,1,decreasing
CUST02169,4,2,decreasing
CUST02170,2,3,increasing
CUST02171,1,1,Stable
CUST02172,2,2,Stable
CUST02173,2,2,Stable
CUST02174,1,1,Stable
CUST02175,2,2,Stable
CUST02177,11,4,decreasing
CUST02178,6,6,Stable
CUST02179,3,5,increasing
CUST02180,1,1,Stable
CUST02181,3,5,increasing
CUST02182,1,1,Stable
CUST02184,10,11,increasing
CUST02185,1,1,Stable
CUST02186,4,4,Stable
CUST02187,2,1,decreasing
CUST02188,1,1,Stable
CUST02189,2,1,decreasing
CUST02190,1,1,Stable
CUST02191,1,2,increasing
CUST02192,3,3,Stable
CUST02193,10,7,decreasing
CUST02194,2,2,Stable
CUST02196,2,8,increasing
CUST02197,1,2,increasing
CUST02198,9,6,decreasing
CUST02199,3,2,decreasing
CUST02200,1,5,increasing
CUST02201,9,18,increasing
CUST02202,1,3,increasing
CUST02203,6,4,decreasing
CUST02204,5,3,decreasing
CUST02205,10,13,increasing
CUST02206,1,1,Stable
CUST02207,2,5,increasing
CUST02208,21,23,increasing
CUST02209,2,1,decreasing
CUST02210,3,3,Stable
CUST02211,3,1,decreasing
CUST02212,1,1,Stable
CUST02213,1,1,Stable
CUST02214,2,3,increasing
CUST02215,3,3,Stable
CUST02216,3,4,increasing
CUST02217,2,2,Stable
CUST02219,1,1,Stable
CUST02220,3,4,increasing
CUST02221,1,1,Stable
CUST02222,1,1,Stable
CUST02223,3,5,increasing
CUST02224,1,1,Stable
CUST02225,2,2,Stable
CUST02226,1,4,increasing
CUST02227,14,17,increasing
CUST02228,6,4,decreasing
CUST02229,9,18,increasing
